response_ID,Stadsdeel,Contact_gehad,freqcontact,Categorie_contact,Totstand,polben_Controlestraat,polben_Controleverkeer,polben_Verkeerdstraat,polben_Verkeerdverkeer,polben_Praatje,polben_Anders,polben_geenantwoord,Polben_hulp,Polben_thuis,Polben_uiterlijk,Polben_overig,Polben_bevragen,Polben_verdacht,Polben_locatie,Polben_aansprekenvriend,Polben_informatiegeven,Polben_teruggeven,Polben_verkeersongeval,Polben_arrestatie,stel_terecht,Onterecht_niksverkeerd,Onterecht_etniciteit,Onterecht_onschuldig,Onterecht_niksverkeerdverkeer,Onterecht_nietenige,Onterecht_Overig,Onterecht_onterecht,Onterecht_onduidelijk,Onterecht_overlast,Onterecht_nietingevuld,Onterecht_onbeleefdagent,stel_achtergrond,polben_gevolg_niets,polben_gevolg_waarschuwing,polben_gevolg_bekeuring,polben_gevolg_anders,polben_gevolg_nvt,polben_gevolg_geenantwoord,polben_gevolg_praatjemaken,polben_gevolg_controle,polben_gevolg_info,polben_gevolg_weggerend,polben_gevolg_staande,polben_gevolg_beslag,pobent_gevolg_overig,pobent_gevolg_hulp,waarom_zelfben,stel_beleefd,stel_luisteren,stel_rechtvaardig,rapportcijfer,Geslacht,Leeftijd,Leeftijdscategorie,Herkomst_def,opleidingnu_nee,opleidingnu_LBO_VMBO,opleidingnu_MAVO_VMBO_ULO_MULO,opleidingnu_HAVO_VWO_HBS_MMS,opleidingnu_MBO_BOL_BBL,opleidingnu_HBO,opleidingnu_WO,opleidingnu_anders,opleidingnu_nietzeggen,opleidingnu_geenantwoord,hoogstafgerond,stel_rondkomen
50064949,Zuidoost,Ja,1,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,Om mij thuis op iets aan te spreken,0,0,0,0,0,0,0,0,0,99999,Terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee oneens,0,0,0,"Anders, namelijk....",0,0,0,Controle,0,0,0,0,0,0,99999,Mee oneens,Mee eens,Mee eens,7,Man,28,20 tot 34,Voormalig Nederlandse Antillen,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"MBO, BOL, BBL",Beetje mee eens
50080489,Zuidoost,Ja,1,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,0,Om mij te bevragen,0,0,0,0,0,0,99999,Terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee oneens,0,0,0,"Anders, namelijk....",0,0,0,0,Informatie,0,0,0,0,0,99999,Mee eens,Mee eens,Mee eens,7,Man,27,20 tot 34,Surinaams,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Beetje mee eens
50570241,Zuidoost,Ja,1,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,0,Om mij te bevragen,0,0,0,0,0,0,0,Terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee oneens,0,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Niet mee eens en niet mee oneens,Niet mee eens en niet mee oneens,Mee oneens,5,Man,26,20 tot 34,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,WO,Helemaal mee eens
50065467,Nieuw-West,Ja,2,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,Om mij thuis op iets aan te spreken,0,0,0,0,0,0,0,0,0,99999,"Niet terecht, niet onterecht",99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee oneens,0,0,Bekeuring,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee oneens,Niet mee eens en niet mee oneens,Mee oneens,6,Man,25,20 tot 34,Voormalig Nederlandse Antillen,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,HBO,Geen antwoord
50158338,Zuid,Ja,3,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,Om mij thuis op iets aan te spreken,0,0,0,0,0,0,0,99999,99999,0,Terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee oneens,0,Waarschuwing,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee eens,Mee eens,Mee eens,9,Vrouw,24,20 tot 34,Marokkaans,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50619784,Centrum,Ja,2,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,0,Om mij te bevragen,0,0,0,0,0,0,99999,Terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee oneens,Niets,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee eens,Mee eens,Mee eens,9,Vrouw,24,20 tot 34,Nederlands,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,"MBO, BOL, BBL",Helemaal mee eens
50648552,West,Ja,2,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,Om mij thuis op iets aan te spreken,0,0,0,0,0,0,0,0,0,99999,Terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee oneens,0,Waarschuwing,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,8,Wil ik niet zeggen,24,20 tot 34,Onbekend,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,HBO,Helemaal mee oneens
50796953,Zuid,Ja,1,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,0,Om mij te bevragen,0,0,0,0,0,0,99999,Terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee oneens,Niets,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee eens,Mee eens,Niet mee eens en niet mee oneens,7,Man,24,20 tot 34,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS","Niet mee eens, niet mee oneens"
50153812,Noord,Ja,1,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,Om mij thuis op iets aan te spreken,0,0,0,0,0,0,0,0,0,99999,Onterecht,niks verkeerd,0,0,0,0,0,0,0,0,0,0,Helemaal mee oneens,0,Waarschuwing,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee eens,Niet mee eens en niet mee oneens,Niet mee eens en niet mee oneens,6,Vrouw,23,20 tot 34,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Beetje mee eens
50660296,West,Ja,2,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,0,0,0,0,0,0,0,Betrokken bij verkeersongeval,0,Zeer terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee oneens,0,0,Bekeuring,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee oneens,Mee oneens,Mee eens,8,Vrouw,22,20 tot 34,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,WO,Helemaal mee eens
49900826,Oost,Ja,2,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,0,0,0,0,0,0,0,Betrokken bij verkeersongeval,0,Zeer terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee oneens,Niets,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,8,Vrouw,22,20 tot 34,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50691140,Noord,Ja,1,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,0,0,0,Ik was toevallig op een plek waar de politie onderzoek deed,0,0,0,0,99999,Zeer terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee oneens,Niets,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,9,Vrouw,22,20 tot 34,Westers,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,WO,Helemaal mee eens
50632806,Nieuw-West,Ja,5,4-6 contact,De politie kwam naar mij toe,Voor een controle: lopend of op straat,Voor een controle: in het verkeer,Omdat ik (volgens de politie) iets verkeerd deed: lopend of op straat,0,0,"Anders, namelijk.....",0,0,0,Vanwege uiterlijke kenmerken,0,0,0,0,0,0,0,0,99999,Zeer onterecht,0,vanwege mijn huidskleur,0,0,0,0,0,0,0,0,0,Helemaal mee eens,0,0,0,0,0,De respondent heeft deze vraag niet beantwoord,99999,99999,99999,99999,99999,99999,99999,99999,Ik ging niet naar de politie toe,Helemaal mee oneens,Helemaal mee oneens,Helemaal mee oneens,1,Man,21,20 tot 34,Marokkaans,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Mavo, VMBO-T of gemengde leerweg, ULO, MULO",Helemaal mee eens
50329967,Zuid,Ja,2,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,0,0,0,0,vriend of buren werden aangesproken,0,0,0,99999,Terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee oneens,0,Waarschuwing,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee oneens,Mee eens,Mee eens,7,Man,21,20 tot 34,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50619445,Oost,Ja,2,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,0,0,0,0,vriend of buren werden aangesproken,0,0,0,99999,Terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee oneens,Niets,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee eens,Niet mee eens en niet mee oneens,Mee eens,8,Vrouw,21,20 tot 34,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,HBO,Helemaal mee eens
50622196,West,Ja,1,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,0,0,0,0,0,Om informatie te geven,0,0,99999,Zeer terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee oneens,Niets,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,8,Man,21,20 tot 34,Surinaams,99999,99999,99999,99999,99999,HBO,99999,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50516399,Nieuw-West,Ja,3,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,0,Om mij te bevragen,0,0,0,0,0,0,99999,"Niet terecht, niet onterecht",99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee eens,0,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee eens,Mee oneens,Helemaal mee eens,1,Man,20,20 tot 34,Nederlands,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Lager Beroepsonderwijs (LBO, LTS), VMBO -B of -K",Helemaal mee eens
50736365,Zuid,Ja,2,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,0,0,0,0,0,0,0,0,Ik werd gearresteerd,Zeer onterecht,0,0,0,0,0,0,Onterecht,0,0,0,0,Niet mee eens en niet mee oneens,Niets,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee oneens,Niet mee eens en niet mee oneens,Mee oneens,3,Man,20,20 tot 34,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50118830,Noord,Ja,1,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,0,Om mij te bevragen,0,0,0,0,0,0,99999,Terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee oneens,Niets,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Niet mee eens en niet mee oneens,Mee oneens,Niet mee eens en niet mee oneens,7,Vrouw,20,20 tot 34,Nederlands,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Havo, VWO, HBS, MMS","Niet mee eens, niet mee oneens"
50519527,Nieuw-West,Ja,5,4-6 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,0,0,0,Ik was toevallig op een plek waar de politie onderzoek deed,0,0,0,0,99999,Zeer terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee oneens,Niets,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,8,Vrouw,19,16 tot 19,Marokkaans,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50789067,West,Ja,3,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,Overig,0,0,0,0,0,0,0,99999,Terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee oneens,Niets,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee eens,Helemaal mee eens,Mee eens,8,Vrouw,19,16 tot 19,Turks,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Lager Beroepsonderwijs (LBO, LTS), VMBO -B of -K",Helemaal mee eens
50796712,Zuid,Ja,2,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,Om mij thuis op iets aan te spreken,0,0,0,0,0,0,0,0,0,99999,Terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Geen antwoord,Niets,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee eens,Niet mee eens en niet mee oneens,Mee eens,8,Vrouw,19,16 tot 19,Nederlands,99999,99999,99999,99999,99999,99999,WO,99999,99999,99999,"Havo, VWO, HBS, MMS",Helemaal mee eens
50087133,West,Ja,2,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,0,0,0,0,vriend of buren werden aangesproken,0,0,0,99999,Terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Niet mee eens en niet mee oneens,Niets,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,9,Vrouw,19,16 tot 19,Turks,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Lager Beroepsonderwijs (LBO, LTS), VMBO -B of -K",Beetje mee eens
50229856,Nieuw-West,Ja,1,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,0,Om mij te bevragen,0,0,0,0,0,0,99999,"Niet terecht, niet onterecht",99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Niet mee eens en niet mee oneens,Niets,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee eens,Mee eens,Niet mee eens en niet mee oneens,10,Vrouw,19,16 tot 19,Turks,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Mavo, VMBO-T of gemengde leerweg, ULO, MULO",Beetje mee eens
50257203,Zuidoost,Ja,1,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,Vanwege uiterlijke kenmerken,0,0,0,0,0,0,0,0,99999,Zeer onterecht,0,0,Ik was onschuldig,0,0,0,0,0,0,0,0,Geen antwoord,0,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee oneens,Mee oneens,Helemaal mee oneens,3,Man,19,16 tot 19,Overig niet-Westers,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Mavo, VMBO-T of gemengde leerweg, ULO, MULO",Beetje mee oneens
50466190,Oost,Ja,1,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,Overig,0,0,0,0,0,0,0,99999,Terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee oneens,0,0,0,0,Niet van toepassing,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee eens,Mee eens,Niet mee eens en niet mee oneens,6,Vrouw,19,16 tot 19,Overig niet-Westers,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Mavo, VMBO-T of gemengde leerweg, ULO, MULO",Beetje mee oneens
50421410,West,Ja,20,7-30 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,Overig,0,0,0,0,0,0,0,99999,Terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee oneens,0,0,0,"Anders, namelijk....",0,0,0,0,0,0,0,0,Overig,0,99999,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,8,Vrouw,18,16 tot 19,Nederlands,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Mavo, VMBO-T of gemengde leerweg, ULO, MULO",Helemaal mee eens
50097897,Nieuw-West,Ja,12,7-30 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,Overig,0,0,0,0,0,0,0,0,"Niet terecht, niet onterecht",99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee oneens,Niets,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee eens,Geen antwoord,Mee eens,3,Man,18,16 tot 19,Nederlands,99999,99999,99999,99999,"MBO, BOL, BBL",99999,99999,99999,99999,99999,"Lager Beroepsonderwijs (LBO, LTS), VMBO -B of -K",Beetje mee eens
50988352,Zuid,Ja,6,4-6 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,0,0,0,0,0,0,0,0,Om iets terug te geven,0,99999,Zeer terecht,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Mee oneens,Niets,0,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee eens,Helemaal mee eens,Helemaal mee eens,6,Man,18,16 tot 19,Overig niet-Westers,99999,99999,99999,"Havo, VWO, HBS, MMS",99999,99999,99999,99999,99999,99999,Wil ik niet zeggen,Helemaal mee eens
50736005,Oost,Ja,1,1-3 contact,De politie kwam naar mij toe,0,0,0,0,0,"Anders, namelijk.....",0,0,Om mij thuis op iets aan te spreken,0,0,0,0,0,0,0,0,0,99999,"Niet terecht, niet onterecht",99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,Helemaal mee oneens,0,Waarschuwing,0,0,0,0,99999,99999,99999,99999,99999,99999,99999,99999,99999,Niet mee eens en niet mee oneens,Mee oneens,Niet mee eens en niet mee oneens,6,Man,16,16 tot 19,Nederlands,99999,99999,99999,"Havo, VWO, HBS, MMS",99999,99999,99999,99999,99999,99999,"Anders, namelijk…",Helemaal mee eens
